user_id,region_home,signup_dt
100338,华东,2025-04-09
100339,华北,2024-03-06
100340,华北,2025-02-27
100341,西南,2024-09-26
100342,华东,2024-03-05
100343,东北,2024-09-07
100344,华东,2024-08-31
100345,华东,2024-08-27
100346,西北,2024-12-20
100347,华东,2024-03-28
100348,华东,2024-07-28
100349,华东,2024-12-09
100350,西南,2024-12-31
100351,华南,2025-03-23
100352,华东,2025-03-14
100353,华南,2024-05-17
100354,华东,2024-12-26
100355,西南,2024-04-07
100356,西南,2024-09-06
100357,华南,2024-01-02
100358,东北,2025-03-10
100359,西南,2025-02-28
100360,华东,2024-03-15
100361,华北,2024-12-05
100362,华北,2024-12-05
100363,华东,2024-11-14
100364,华南,2025-02-24
100365,西北,2024-05-28
100366,西南,2024-03-02
100367,华东,2024-11-19
100368,西南,2025-04-17
100369,西南,2024-03-28
100370,华南,2024-06-11
100371,华北,2024-07-27
100372,华东,2024-06-05
100373,东北,2024-01-28
100374,东北,2025-05-23
100375,西北,2024-09-04
100376,西南,2024-03-13
100377,华南,2025-05-10
100378,华东,2025-05-21
100379,华南,2024-11-11
100380,西南,2024-08-11
100381,华北,2024-12-08
100382,西北,2024-01-26
100383,西北,2025-05-08
100384,西北,2024-12-10
100385,西北,2025-06-15
100386,华南,2024-03-06
100387,东北,2024-09-12
100388,华南,2025-05-16
100389,华东,2024-05-10
100390,东北,2024-05-11
100391,华南,2025-04-29
100392,西南,2025-01-25
100393,华南,2025-03-24
100394,华南,2024-09-10
100395,华东,2024-10-04
100396,华南,2025-05-30
100397,华北,2024-10-04
100398,华南,2024-03-04
100399,华南,2024-08-29
100400,西南,2025-02-22
100401,华北,2024-10-14
100402,华南,2025-01-15
100403,华东,2025-03-14
100404,华北,2024-03-28
100405,西北,2024-11-19
100406,华南,2025-04-14
100407,华东,2025-04-11
100408,西北,2025-02-17
100409,华南,2025-01-24
100410,华南,2025-01-18
100411,华北,2024-09-27
100412,华东,2025-05-09
100413,华北,2024-10-01
100414,华东,2024-07-23
100415,华东,2024-08-30
100416,东北,2024-09-18
100417,华北,2024-07-07
100418,华北,2025-05-13
100419,东北,2025-03-12
100420,东北,2024-11-30
100421,华东,2025-05-12
100422,西南,2024-07-30
100423,华东,2025-01-15
100424,华南,2024-02-26
100425,华东,2024-04-30
100426,华南,2024-11-07
100427,华南,2025-01-11
100428,西南,2024-04-19
100429,东北,2025-04-16
100430,华东,2024-09-16
100431,西南,2024-07-10
100432,华东,2024-04-29
100433,华北,2024-04-16
100434,华南,2024-11-29
100435,华南,2024-12-18
100436,华南,2025-03-10
100437,华北,2024-12-20
100438,华南,2024-06-22
100439,华东,2024-05-13
100440,华北,2024-11-12
100441,华东,2024-06-16
100442,西南,2024-01-18
100443,华东,2025-03-10
100444,华东,2025-03-20
100445,华东,2024-06-18
100446,华东,2024-05-21
100447,西北,2024-05-01
100448,华北,2024-02-18
100449,华南,2025-02-24
100450,华东,2024-05-16
100451,华东,2024-05-19
100452,华东,2025-02-18
100453,华南,2024-11-08
100454,华南,2025-05-22
100455,华东,2024-09-09
100456,华东,2024-07-16
100457,西南,2024-05-21
100458,华南,2024-05-01
100459,华东,2024-11-27
100460,华南,2025-04-18
100461,西南,2024-05-10
100462,华北,2024-03-10
100463,华北,2024-06-01
100464,东北,2024-01-11
100465,华南,2024-11-05
100466,华南,2024-12-14
100467,华东,2025-01-31
100468,东北,2024-07-02
100469,西南,2024-12-04
100470,华东,2024-12-10
100471,西北,2024-05-20
100472,华南,2025-04-12
100473,西北,2024-06-23
100474,华北,2025-02-18
100475,西北,2025-04-15
100476,西南,2024-04-09
100477,华东,2024-09-14
100478,华东,2024-07-20
100479,华东,2025-04-23
100480,华东,2024-01-23
100481,华东,2025-02-24
100482,东北,2025-01-19
100483,华东,2025-06-25
100484,华南,2024-02-19
100485,华南,2025-04-03
100486,华东,2024-07-26
100487,西北,2025-06-09
100488,华南,2024-06-19
100489,东北,2024-07-04
100490,华南,2024-11-08
100491,华北,2025-02-25
100492,东北,2025-06-14
100493,东北,2024-05-20
100494,华东,2025-02-19
100495,华东,2025-03-18
100496,华东,2024-07-07
100497,华东,2025-06-10
100498,东北,2025-04-14
100499,华北,2024-05-18
100500,华北,2025-05-30
100501,华东,2024-01-01
100502,华东,2025-05-16
100503,东北,2024-05-13
100504,东北,2024-03-30
100505,西南,2024-07-08
100506,东北,2024-03-25
100507,西南,2024-07-13
100508,东北,2025-02-02
100509,华南,2024-04-17
100510,华东,2024-07-08
100511,华南,2024-10-28
100512,西南,2024-09-21
100513,华南,2024-07-13
100514,西北,2024-06-11
100515,华东,2025-01-03
100516,西南,2024-01-05
100517,西南,2024-06-29
100518,西南,2025-04-05
100519,东北,2024-04-06
100520,华北,2024-03-26
100521,华东,2024-12-12
100522,华北,2024-12-23
100523,西北,2024-07-07
100524,华南,2024-04-14
100525,华北,2024-03-31
100526,西南,2024-04-05
100527,华北,2025-01-05
100528,西南,2024-11-26
100529,华东,2024-02-06
100530,华南,2024-10-16
100531,华南,2024-05-22
100532,西南,2024-08-17
100533,西南,2024-01-12
100534,西南,2024-10-18
100535,东北,2024-01-30
100536,华南,2024-06-18
100537,华南,2024-12-13
100538,华北,2024-09-17
100539,华南,2025-06-02
100540,东北,2024-08-24
100541,华南,2024-07-21
100542,华东,2024-01-04
100543,东北,2024-11-11
100544,华东,2025-03-22
100545,西南,2024-02-15
100546,西南,2025-05-27
100547,西南,2024-10-05
100548,华东,2024-03-18
100549,西南,2024-07-12
100550,东北,2025-04-06
100551,华北,2024-07-10
100552,西南,2024-04-03
100553,华东,2025-06-22
100554,华南,2025-02-09
100555,华东,2024-08-19
100556,西南,2024-12-04
100557,华东,2024-06-22
100558,华北,2024-12-28
100559,华东,2024-03-25
100560,华东,2024-12-29
100561,华东,2024-10-21
100562,西北,2024-05-20
100563,东北,2025-06-01
100564,华东,2024-07-25
100565,华北,2025-02-07
100566,西北,2024-07-24
100567,华东,2025-03-20
100568,西南,2025-06-19
100569,西南,2025-01-31
100570,华东,2024-05-04
100571,华东,2024-03-23
100572,华南,2024-11-13
100573,西北,2024-11-26
100574,华南,2025-01-23
100575,西南,2024-12-21
100576,华南,2024-05-09
100577,西北,2024-08-09
100578,华北,2025-01-08
100579,西北,2025-06-27
100580,华南,2024-04-18
100581,华东,2024-02-22
100582,西北,2024-11-21
100583,华南,2024-01-24
100584,华南,2024-02-26
100585,西南,2025-01-12
100586,华东,2025-04-24
100587,华东,2025-04-05
100588,华南,2024-01-31
100589,西北,2024-07-23
100590,华东,2024-11-15
100591,华东,2024-09-25
100592,华南,2024-07-18
100593,西北,2024-02-20
100594,华北,2025-06-14
100595,华北,2025-02-15
100596,西南,2024-04-06
100597,西北,2025-01-05
100598,华南,2024-06-03
100599,华东,2024-03-19
100600,华北,2025-06-12
100601,华南,2025-05-21
100602,华北,2024-04-13
100603,华东,2024-03-15
100604,华北,2024-10-24
100605,东北,2024-07-19
100606,西北,2024-06-05
100607,华北,2024-06-11
100608,华南,2024-01-05
100609,华南,2024-02-09
100610,华北,2025-02-27
100611,华东,2025-05-14
100612,西南,2024-12-28
100613,西南,2024-03-10
100614,华南,2024-01-10
100615,华南,2025-06-21
100616,华东,2024-11-11
100617,西南,2025-02-18
100618,华东,2025-04-07
100619,华北,2024-04-10
100620,华东,2024-09-30
100621,西北,2025-02-01
100622,华北,2025-05-16
100623,东北,2025-05-01
100624,华东,2025-06-08
100625,华北,2024-04-02
100626,西南,2025-02-23
100627,华南,2025-06-06
100628,华东,2024-12-17
100629,西南,2025-03-21
100630,华南,2024-10-30
100631,华南,2024-11-13
100632,华东,2024-05-12
100633,华东,2024-01-21
100634,华北,2024-01-02
100635,华北,2024-04-01
100636,东北,2025-02-04
100637,华南,2024-04-25
100638,华北,2024-08-16
100639,华南,2024-12-01
100640,华北,2024-08-02
100641,西南,2024-10-13
100642,华南,2024-09-25
100643,西南,2024-05-12
100644,华东,2024-03-12
100645,西北,2024-03-26
100646,华北,2024-04-18
100647,华北,2024-06-25
100648,华东,2024-06-11
100649,东北,2024-06-13
100650,西北,2025-04-05
100651,西南,2024-02-04
100652,华南,2024-04-03
100653,华北,2024-04-09
100654,华东,2025-04-04
100655,华南,2024-06-19
100656,华东,2025-06-24
100657,华南,2024-01-19
100658,华南,2024-08-24
100659,西北,2024-01-26
100660,西南,2024-03-25
100661,华东,2024-08-08
100662,东北,2025-03-30
100663,西北,2025-01-24
100664,华南,2024-01-26
100665,华南,2025-02-16
100666,华南,2024-12-23
100667,西南,2025-02-23
100668,华南,2024-05-04
100669,西南,2024-08-19
100670,西北,2024-01-12
100671,西北,2025-03-10
100672,华北,2024-05-27
100673,华东,2025-06-13
100674,华南,2024-07-05
100675,华北,2024-10-30
100676,华东,2024-04-22
100677,东北,2025-01-19
100678,西南,2024-09-02
100679,西北,2025-01-07
100680,华东,2024-07-05
100681,华东,2024-10-31
100682,华南,2025-05-02
100683,华北,2025-03-31
100684,华北,2024-03-02
100685,华北,2025-04-07
100686,西南,2025-03-02
100687,华东,2024-09-15
100688,西南,2024-04-21
100689,华东,2024-06-07
100690,华东,2025-05-27
100691,西北,2025-01-20
100692,西南,2024-01-02
100693,华北,2025-01-10
100694,华东,2024-03-15
100695,东北,2025-05-08
100696,西北,2024-07-03
100697,西北,2024-12-24
100698,华北,2024-11-30
100699,西北,2024-02-20
100700,华东,2024-03-26
100701,华南,2024-02-25
100702,华南,2024-05-05
100703,华南,2024-07-21
100704,华东,2024-01-22
100705,东北,2024-05-06
100706,西北,2024-01-29
100707,西南,2024-07-15
100708,华北,2024-04-04
100709,华东,2025-02-05
100710,西北,2025-05-03
100711,华南,2025-06-05
100712,华北,2024-12-21
100713,华南,2025-04-16
100714,华北,2025-03-24
100715,华东,2024-09-16
100716,华南,2025-04-22
100717,华东,2024-11-28
100718,华北,2024-04-27
100719,西南,2025-01-19
100720,华北,2024-04-23
100721,华北,2024-03-06
100722,华南,2024-07-08
100723,华东,2024-02-26
100724,华东,2025-05-31
100725,华北,2024-09-10
100726,西南,2025-02-25
100727,华南,2024-06-22
100728,华南,2024-01-01
100729,西南,2024-09-21
100730,西南,2024-03-03
100731,华北,2025-02-19
100732,华东,2025-06-25
100733,华东,2025-02-13
100734,华南,2025-06-05
100735,华东,2024-06-08
100736,华北,2024-05-01
100737,西南,2024-10-12
100738,华东,2024-04-25
100739,华东,2025-04-23
100740,华东,2025-01-01
100741,西南,2024-07-13
100742,东北,2024-09-02
100743,华南,2025-02-08
100744,华南,2024-11-13
100745,华北,2025-03-24
100746,西南,2024-09-23
100747,华北,2025-05-03
100748,华东,2024-07-05
100749,华北,2024-05-17
100750,西南,2024-09-12
100751,华东,2024-09-23
100752,西南,2025-04-28
100753,华北,2025-01-27
100754,华南,2024-12-12
100755,华东,2025-02-28
100756,西南,2024-05-12
100757,华南,2025-05-19
100758,华东,2025-02-20
100759,华东,2024-12-10
100760,东北,2024-06-25
100761,华北,2024-04-07
100762,华南,2024-08-16
100763,西北,2024-06-18
100764,华北,2024-08-16
100765,东北,2024-01-27
100766,西北,2025-01-31
100767,西北,2024-05-26
100768,华北,2025-02-13
100769,华南,2024-01-10
100770,华南,2025-06-06
100771,西南,2024-08-20
100772,华北,2024-01-27
100773,华北,2025-02-10
100774,华北,2024-04-23
100775,华东,2024-11-19
100776,华东,2024-12-16
100777,华北,2025-01-31
100778,华南,2025-02-27
100779,华北,2025-02-15
100780,华东,2024-03-18
100781,华北,2025-06-09
100782,西北,2025-01-17
100783,华南,2024-04-15
100784,东北,2024-09-15
100785,华北,2024-08-27
100786,华北,2024-02-18
100787,西南,2024-07-18
100788,东北,2024-02-14
100789,西北,2024-12-22
100790,华东,2024-06-30
100791,华东,2024-01-11
100792,华南,2025-06-29
100793,华东,2025-03-01
100794,华南,2024-04-10
100795,东北,2025-01-27
100796,西南,2024-04-07
100797,西南,2024-08-24
100798,华东,2024-03-28
100799,东北,2024-06-08
100800,西南,2024-11-08
100801,西北,2025-06-21
100802,华南,2024-12-15
100803,华东,2024-12-14
100804,华东,2024-01-14
100805,华北,2024-08-03
100806,华南,2025-05-01
100807,华南,2024-02-15
100808,华东,2024-07-01
100809,华东,2024-01-29
100810,华东,2024-01-07
100811,西南,2024-12-11
100812,华东,2024-08-15
100813,华南,2024-01-05
100814,华北,2025-01-17
100815,华南,2024-08-10
100816,华南,2024-06-28
100817,华北,2025-03-08
100818,华南,2025-06-02
100819,华东,2024-12-27
100820,华东,2024-08-11
100821,华北,2025-05-20
100822,东北,2025-02-18
100823,西南,2024-05-11
100824,西南,2025-05-14
100825,华南,2024-04-05
100826,华北,2024-04-05
100827,西南,2025-02-01
100828,西南,2025-02-14
100829,东北,2024-01-23
100830,华北,2024-03-06
100831,华南,2024-05-13
100832,华南,2024-09-15
100833,华东,2024-07-11
100834,华北,2025-03-13
100835,华南,2024-06-19
100836,东北,2024-10-24
100837,华北,2024-09-05
100838,华南,2025-04-24
100839,西南,2024-08-27
100840,东北,2024-12-16
100841,华南,2024-06-21
100842,华南,2025-01-05
100843,华东,2024-01-02
100844,华东,2024-12-20
100845,华东,2024-10-22
100846,华北,2024-01-16
100847,华东,2024-07-25
100848,西北,2024-11-04
100849,华南,2024-10-06
100850,西北,2024-10-08
100851,华北,2024-12-03
100852,华东,2025-04-20
100853,华东,2024-03-02
100854,华东,2025-05-04
100855,华东,2025-01-05
100856,华东,2024-03-27
100857,西北,2024-04-30
100858,华东,2024-06-18
100859,华北,2025-03-21
100860,华东,2025-05-18
100861,西北,2024-04-02
100862,华东,2024-03-30
100863,华北,2024-07-31
100864,华北,2024-01-06
100865,华北,2024-11-12
100866,华东,2024-03-25
100867,华南,2025-01-07
100868,华东,2024-09-29
100869,东北,2024-06-17
100870,西北,2025-05-19
100871,华东,2025-06-26
100872,东北,2025-02-09
100873,华东,2024-12-31
100874,西南,2024-01-02
100875,西南,2025-04-06
100876,华东,2025-02-22
100877,华东,2024-09-30
100878,华东,2024-10-31
100879,华东,2025-02-06
100880,华东,2024-12-05
100881,华南,2025-01-10
100882,西北,2024-05-19
100883,西北,2024-08-11
100884,西北,2024-07-16
100885,华东,2025-06-16
100886,华东,2024-06-20
100887,华南,2025-01-05
100888,西南,2024-03-04
100889,东北,2025-01-16
100890,华东,2025-01-19
100891,华南,2024-03-03
100892,华南,2024-08-15
100893,华南,2024-12-31
100894,华东,2024-03-11
100895,东北,2024-07-26
100896,西北,2024-09-09
100897,东北,2024-01-24
100898,西北,2025-05-18
100899,华北,2024-02-18
100900,华南,2024-01-04
100901,华东,2024-05-23
100902,西南,2025-05-11
100903,华东,2025-05-31
100904,华南,2025-06-18
100905,东北,2024-03-04
100906,华南,2024-09-13
100907,华东,2025-05-22
100908,西北,2024-04-30
100909,华南,2024-02-26
100910,西南,2024-02-16
100911,华南,2024-10-29
100912,华南,2024-02-09
100913,西北,2024-03-04
100914,西北,2025-06-20
100915,西南,2024-07-24
100916,东北,2024-08-10
100917,东北,2025-04-12
100918,华东,2025-03-29
100919,西北,2024-12-21
100920,华东,2025-04-20
100921,华东,2024-06-09
100922,西北,2025-01-09
100923,华北,2025-02-14
100924,华东,2024-03-26
100925,西南,2024-08-17
100926,东北,2024-03-20
100927,华东,2024-09-18
100928,东北,2025-03-31
100929,西南,2024-11-11
100930,华东,2024-03-05
100931,西南,2024-10-25
100932,华南,2024-09-06
100933,华南,2024-06-08
100934,西南,2025-01-22
100935,华北,2025-06-29
100936,华东,2024-02-18
100937,西南,2024-08-15
100938,华南,2024-11-01
100939,华东,2024-12-22
100940,华南,2025-01-25
100941,华南,2024-06-16
100942,华南,2025-05-19
100943,华东,2024-03-23
100944,华北,2024-01-29
100945,西北,2025-01-03
100946,华北,2024-02-08
100947,华东,2024-06-14
100948,华南,2024-02-19
100949,西南,2024-01-05
100950,华北,2024-01-20
100951,华东,2025-03-12
100952,西北,2024-04-15
100953,华东,2025-03-26
100954,西南,2025-03-03
100955,华东,2024-08-08
100956,东北,2024-01-02
100957,东北,2024-12-30
100958,西北,2024-12-27
100959,华东,2024-03-15
100960,华东,2025-06-26
100961,西南,2024-06-06
100962,华北,2024-04-19
100963,华南,2025-01-22
100964,华南,2024-02-19
100965,东北,2024-04-15
100966,华东,2024-08-23
100967,华南,2025-01-12
100968,华东,2025-04-26
100969,华北,2024-03-02
100970,西北,2025-05-27
100971,东北,2024-03-28
100972,华北,2025-01-06
100973,华东,2025-05-30
100974,华南,2025-03-13
100975,华南,2025-02-18
100976,华南,2024-07-20
100977,华南,2025-02-12
100978,华南,2025-03-16
100979,华南,2024-06-13
100980,华南,2024-08-08
100981,东北,2024-09-28
100982,东北,2024-06-05
100983,华北,2025-06-04
100984,华南,2024-09-02
100985,西北,2024-07-11
100986,华南,2024-04-02
100987,西北,2024-02-18
100988,东北,2024-06-03
100989,华北,2024-09-30
100990,西北,2024-06-08
100991,华北,2025-02-19
100992,华东,2025-01-27
100993,西南,2024-05-31
100994,华东,2024-12-17
100995,西南,2025-03-28
100996,华东,2024-08-05
100997,华南,2024-04-26
100998,华东,2024-01-12
100999,西北,2024-05-23
101000,东北,2024-09-29
101001,华南,2024-12-03
101002,华南,2025-05-10
101003,华北,2024-01-05
101004,西北,2024-08-09
101005,华南,2025-01-19
101006,华南,2025-01-09
101007,西南,2025-04-12
101008,华北,2025-03-01
101009,东北,2025-02-19
101010,西北,2025-05-27
101011,华东,2025-04-11
101012,华东,2025-04-26
101013,华东,2024-07-09
101014,华北,2025-02-12
101015,华东,2025-05-09
101016,华东,2025-02-06
101017,华东,2025-01-05
101018,华北,2024-04-15
101019,西北,2025-03-24
101020,华北,2025-02-09
101021,华南,2025-02-26
101022,华北,2025-01-05
101023,华东,2024-10-10
101024,华东,2024-01-29
101025,华北,2024-07-26
101026,华北,2025-04-03
101027,华南,2025-02-20
101028,华东,2024-07-28
101029,华北,2024-10-07
101030,西北,2025-06-25
101031,西南,2024-11-17
101032,华北,2024-08-30
101033,华东,2024-07-26
101034,华南,2025-01-01
101035,西南,2024-08-02
101036,华南,2024-11-14
101037,华南,2025-01-15
101038,西北,2025-01-22
101039,西南,2024-07-31
101040,华东,2025-01-09
101041,华东,2024-09-04
101042,东北,2024-08-12
101043,西北,2024-09-23
101044,华南,2025-04-29
101045,华北,2024-04-29
101046,华南,2024-06-13
101047,华东,2024-10-30
101048,西南,2024-11-22
101049,华北,2024-05-19
101050,华东,2024-07-02
101051,西南,2024-10-05
101052,华北,2024-10-26
101053,东北,2025-02-26
101054,华南,2025-05-26
101055,华东,2024-01-16
101056,西北,2024-04-09
101057,华南,2024-05-22
101058,华南,2024-05-02
101059,东北,2024-01-21
101060,华北,2025-01-03
101061,华南,2024-07-02
101062,华南,2024-04-11
101063,东北,2024-03-20
101064,西北,2024-10-24
101065,华北,2024-01-21
101066,华南,2024-07-11
101067,华北,2025-06-26
101068,华南,2025-06-20
101069,华东,2025-06-29
101070,西北,2024-02-26
101071,西南,2025-06-02
101072,华南,2024-11-23
101073,华北,2024-08-01
